epoch,epsilon,train_online_avg_return,train_online_total_steps,eval_train_avg_return,eval_train_avg_energy,eval_train_avg_latency,eval_train_miss_rate,eval_test_avg_return,eval_test_avg_energy,eval_test_avg_latency,eval_test_miss_rate
1.0,0.2985,-105.38415242441876,1152.0,-66.6597634159056,0.20340277777778162,0.0467578901383425,0.0,-488.7157627754907,0.2327083333333334,1.71120233087668,0.21875
5.0,0.29257462593656247,-97.29444661881001,1152.0,-79.04492065083517,0.2597309027777811,0.02455104543307375,0.0,-445.99934593677796,0.2815277777777791,1.4868017704674634,0.1875
10.0,0.2853330391397315,-95.68461693279741,1152.0,-66.8001573031485,0.20748263888889276,0.04077058624507222,0.0,-461.32973038672947,0.24381944444444484,1.603644273071349,0.19791666666666666
15.0,0.27827069064549825,-92.52565642412094,1152.0,-74.39899730278844,0.23697048611111388,0.03559894272446885,0.0,-469.2334782920759,0.2566319444444455,1.6048812401161774,0.2048611111111111
20.0,0.2713831440823852,-90.63412173302237,1152.0,-84.9488057627985,0.2714843750000044,0.039127926868047495,0.0,-510.1310180765272,0.20357638888888854,1.8489642249799008,0.22916666666666666
25.0,0.2646660728846403,-93.8036382006842,1152.0,-63.20307369217539,0.1962760416666707,0.03863179220008935,0.0,-171.9678201535232,0.26538194444444474,0.46028831107363,0.027777777777777776
30.0,0.2581152575744087,-91.45185396890113,1152.0,-62.674624609713135,0.185225694444449,0.05399088315806235,0.0,-508.6404188493967,0.18920138888888866,1.8642964053784508,0.22916666666666666
35.0,0.25172658311117363,-88.93790237102012,1152.0,-61.874879517194785,0.19514756944444855,0.032826270354136836,0.0,-434.91767931677515,0.21947916666666634,1.5145120330831878,0.1909722222222222
40.0,0.24549603630680208,-84.79065864421918,1152.0,-63.22714692336569,0.18641493055556,0.055206290065773884,0.0,-485.6633794270389,0.19722222222222188,1.7758297420546207,0.21180555555555555
45.0,0.2394197033045713,-83.35426299879916,1152.0,-62.632787867777516,0.19565972222222644,0.036358726086675716,0.0,-461.0671968030182,0.21510416666666632,1.6268356296470943,0.2048611111111111
50.0,0.23349376712059242,-83.32718604811961,1152.0,-61.43008082491727,0.18554687500000447,0.0462533612553086,0.0,-493.4792385388199,0.1961458333333331,1.7881321674700206,0.2222222222222222
55.0,0.22771450524608722,-86.17080091903819,1152.0,-63.76488902951591,0.18458333333333782,0.06137088558747645,0.0,-515.2852206161583,0.1835416666666664,1.9121829896768392,0.22916666666666666
60.0,0.22207828730901122,-83.1216220981276,1152.0,-62.8280293927581,0.1876909722222266,0.050769846022905886,0.0,-503.55469452654995,0.18975694444444413,1.8570873525841987,0.2222222222222222
65.0,0.2165815727935547,-83.98130099786762,1152.0,-62.958009248359694,0.18393229166667124,0.05778651185393356,0.0,-503.21219398438546,0.1885763888888886,1.85707288185408,0.2222222222222222
