epoch,epsilon,train_online_avg_return,train_online_total_steps,eval_train_avg_return,eval_train_avg_energy,eval_train_avg_latency,eval_train_miss_rate,eval_test_avg_return,eval_test_avg_energy,eval_test_avg_latency,eval_test_miss_rate
180.0,0.1458149895243694,-75.90385754606217,1152.0,-59.700233954522375,0.19238715277778193,0.024842210384967842,0.0,-111.5915020405685,0.258125,0.21557582199403055,0.0
185.0,0.14292192699710649,-75.0615765622753,1152.0,-60.01476278423219,0.19038194444444864,0.03000441426060339,0.0,-113.36049556668549,0.2540625000000001,0.2325838863812818,0.0
190.0,0.14008626467824434,-76.20362843533674,1152.0,-59.65881622199065,0.1935156250000041,0.02272173739577962,0.0,-117.17397331603186,0.26569444444444446,0.23526604928259168,0.0
195.0,0.13730686371098555,-81.61695701140272,1152.0,-74.63800563656957,0.2507552083333377,0.014007555767184812,0.0,-107.67734558022933,0.33173611111111123,0.07023926840410542,0.0
200.0,0.134582607834179,-72.64546279391118,1152.0,-60.322208841509195,0.19306423611111517,0.027313129869845295,0.0,-123.1368117014223,0.26951388888888905,0.26340747512397156,0.0
205.0,0.13191240293400777,-75.86959903055453,1152.0,-59.269642417421515,0.19553819444444864,0.017098625100819352,0.0,-111.36054632396822,0.27194444444444466,0.19120686530074232,0.0
210.0,0.12929517660457196,-75.01704945103795,1152.0,-60.08370023507878,0.19054687500000417,0.030128473582632282,0.0,-119.17916620500044,0.2559375000000001,0.26313174887153057,0.0
215.0,0.12672987771718963,-72.48875306962714,1152.0,-99.76933323055668,0.3450694444444483,0.0022530858249746656,0.0,-143.4851320871491,0.45385416666666956,0.07393016254136943,0.0
220.0,0.12421547599824333,-72.39420113848256,1152.0,-61.92706665211117,0.20118055555555953,0.023073302384902943,0.0,-124.16469852360939,0.2711458333333334,0.2666359868264434,0.0
225.0,0.12175096161540215,-73.65717313053594,1152.0,-60.06506649213623,0.19506076388889318,0.022497491273936927,0.0,-112.41927832617702,0.26930555555555574,0.20173193475796916,0.0
230.0,0.11933534477205368,-72.10846768945355,1152.0,-60.66669148308316,0.1899218750000042,0.034543932193768716,0.0,-121.24146683377533,0.25357638888888895,0.27900154417694095,0.0
235.0,0.11696765530978251,-75.5448519670488,1152.0,-59.917262784232186,0.19004340277778198,0.03000441426060339,0.0,-113.10049556668554,0.2562847222222222,0.22737555304794835,0.0
240.0,0.11464694231873584,-73.62824830634696,1152.0,-59.55054370186261,0.1927951388888931,0.023295970496890497,0.0,-108.80790675094005,0.26916666666666694,0.1810642751790514,0.0
245.0,0.11237227375571973,-74.27527305483414,1152.0,-59.85333776262893,0.19146701388889303,0.027261792607806746,0.0,-118.31916620500046,0.25628472222222226,0.257576193315975,0.0
250.0,0.11014273606987249,-68.65801717114897,1152.0,-115.59165872923076,0.3984461805555615,0.0048562426460041766,0.0,-156.03022577650577,0.492326388888892,0.08240871398440529,0.0
255.0,0.10795743383576503,-71.30357565538061,1152.0,-62.96714546515903,0.20872395833333737,0.01651993903448548,0.0,-111.73298722803962,0.28152777777777804,0.17738997238448873,0.0
260.0,0.10581548939378077,-73.79577605935874,1152.0,-105.32296248424811,0.3606770833333368,0.00837941252457954,0.0,-143.5318700606221,0.4260416666666688,0.12055480359156184,0.0
265.0,0.10371604249763042,-72.43422616823797,1152.0,-67.81609200948151,0.22630208333333635,0.015284097277091608,0.0,-114.95012328069033,0.30402777777777823,0.15850765787436558,0.0
270.0,0.10165824996886055,-72.99333267909297,1152.0,-60.97589436805521,0.2025694444444486,0.015254018333653217,0.0,-105.11103440278038,0.2944791666666669,0.11748283797905315,0.0
275.0,0.09964128535821684,-72.21575042918577,1152.0,-60.52761980488887,0.19049479166667094,0.03278425813014431,0.0,-112.68609286696523,0.26020833333333343,0.2184380374245674,0.0
280.0,0.09766433861372599,-69.88960772238947,1152.0,-59.2194863474725,0.19130208333333748,0.023868555251577397,0.0,-108.48601981837136,0.2586111111111113,0.1967940961711305,0.0
285.0,0.09572661575536331,-69.8662075518299,1152.0,-109.93942932711929,0.3803732638888937,0.002268109531933307,0.0,-151.86462737581866,0.48763888888889173,0.06611474175820652,0.0
290.0,0.09382733855617487,-74.36620365064769,1152.0,-60.275888697642,0.1929253472222264,0.027276554963206433,0.0,-113.80872274914957,0.26986111111111144,0.2088467751686897,0.0
295.0,0.0919657442297266,-73.11523418131938,1152.0,-60.60225590634047,0.18962673611111533,0.03466293927280403,0.0,-120.7685009741585,0.2532291666666667,0.2768431769337878,0.0
300.0,0.0901410851237545,-71.51733480719501,1152.0,-59.41533847345548,0.19411458333333756,0.0203144587584233,0.0,-108.85594056967017,0.27017361111111143,0.1796640079263323,0.0
305.0,0.08835262841989303,-70.05277397879621,1152.0,-70.64479821339302,0.23577256944444713,0.015869781327504898,0.0,-117.0541571303528,0.3071527777777783,0.16547544635620845,0.0
310.0,0.08659965583936105,-71.49418148284957,1152.0,-61.232954796941826,0.2033854166666706,0.015381682852673023,0.0,-110.62645898040188,0.2889236111111113,0.15866006354399273,0.0
315.0,0.08488146335448728,-70.82701782631123,1152.0,-60.01684276484982,0.19171006944444863,0.027802909518807224,0.0,-113.6445961629859,0.2606944444444447,0.22317474631357598,0.0
320.0,0.08319736090595904,-68.24077300123118,1152.0,-59.58163753644269,0.19336805555555978,0.022521050558117813,0.0,-110.1262338385664,0.26833333333333365,0.1900823717509629,0.0
325.0,0.08154667212568127,-68.90497859532228,1152.0,-69.89823599113936,0.23356770833333604,0.015224166615388997,0.0,-116.73031788349236,0.3040277777777782,0.16880970997391428,0.0
330.0,0.07992873406513384,-68.50155916285036,1152.0,-62.71139916983011,0.2090277777777817,0.014533560010591244,0.0,-111.41504132715946,0.29170138888888913,0.15859398916180276,0.0
335.0,0.07834289692911871,-69.15449840318036,1152.0,-104.00154154310096,0.35917534722222577,0.003235194115162648,0.0,-139.57118596933188,0.45107638888889084,0.05590964102622452,0.0
340.0,0.07678852381478964,-66.042325213371,1152.0,-97.78000447247487,0.33443576388889185,0.008463567549039142,0.0,-135.28155829818243,0.4011458333333359,0.11430299941077621,0.0
345.0,0.07526499045585965,-70.01642703236614,1152.0,-109.63422524461595,0.3785329861111162,0.0035690118322613215,0.0,-151.67615833035276,0.5067013888888914,0.033253231078427314,0.0
350.0,0.07377168497188362,-68.20693026845579,1152.0,-62.89115473848763,0.20830729166667064,0.01677462232921123,0.0,-112.00598510755128,0.2845138888888892,0.1739929693724035,0.0
355.0,0.07230800762251528,-71.86893954038763,1152.0,-60.30287781606272,0.19070312500000425,0.03113644569480782,0.0,-113.08230887624225,0.26482638888888915,0.21303419488566144,0.0
360.0,0.0708733705666399,-65.51221940196419,1152.0,-115.82858744307063,0.4013715277777832,0.0013517791844295795,0.0,-164.29055915942772,0.5603472222222239,0.016843513654093194,0.0
365.0,0.06946719762628595,-66.65903279667616,1152.0,-59.63404779272585,0.19526909722222652,0.019655947874571308,0.0,-103.94363160760406,0.280277777777778,0.13439601624770856,0.0
370.0,0.06808892405522081,-69.42974765711243,1152.0,-59.80804091592425,0.1948958333333376,0.02128495900419167,0.0,-107.43163096491028,0.27427083333333363,0.1645927717876755,0.0
375.0,0.06673799631213793,-66.6579473785051,1152.0,-108.73581490902649,0.3753211805555605,0.003722887205008172,0.0,-155.59324737668044,0.5259027777777798,0.02391925565208347,0.0
380.0,0.06541387183834378,-69.79491698692566,1152.0,-59.696317403834406,0.19368923611111535,0.022649406272190233,0.0,-109.96527533882823,0.26746527777777807,0.1905976582108118,0.0
385.0,0.06411601883985582,-67.12295517865552,1152.0,-60.08241457648174,0.19177951388889314,0.028066635280565997,0.0,-111.22820839264095,0.2672916666666669,0.1981956504203761,0.0
390.0,0.06284391607382386,-70.8909677890121,1152.0,-59.534642417421516,0.1964583333333375,0.017098625100819352,0.0,-109.51556376452467,0.27437500000000026,0.17647895697062901,0.0
395.0,0.06159705263918877,-66.85701595675523,1152.0,-101.04288712253766,0.3488888888888926,0.0032574486257918945,0.0,-148.47936746799505,0.5068402777777785,0.014521802476822018,0.0
400.0,0.06037492777149473,-67.7078401996789,1152.0,-59.20777710156378,0.19378472222222645,0.01966306193034635,0.0,-110.21475557329086,0.2656944444444448,0.19499279845654396,0.0
